1,Grand-Est,57400,4,8,10
2,Nouvelle-Aquitaine,84000,6,3,9
3,Auvergne-Rhone-Alpes,69700,4,6
4,Bourgogne-Franche-Comte,47700,6,8
5,Bretagne,34000,12
6,Centre-Val de Loire,39100,8
7,Corse,8680
8,Ile-de-France,12000
9,Occitanie,72700,3,13
10,Haut-De-France,31800,8,11
11,Normandie,29900,8,6,12,5
12,Pays de la Loire,32000,6,2
13,PACA,31400,7,3
